CustomerID,Gender,MaritalStatus,YearlyIncome,Revenue,Customer Value,OrderDate,Weekday,Month,Year,Country,BirthDate,Age,Age band,Firstname,Lastname,Customername,,,,
12495,Female,Married,75001-100000,£83,Casual buyers,11/28/2013,Thursday,November,2013,Northwest,5/2/1972,41,Adult,EMMA,Johnson,EMMA Johnson,,,,
12496,Female,Married,75001-100000,£33,Casual buyers,11/29/2013,Friday,November,2013,Canada,4/6/1936,77,Elderly,NATALIE,Wilson,NATALIE Wilson,,,,
12497,Female,Married,75001-100000,£36,Casual buyers,12/3/2013,Tuesday,December,2013,Australia,2/13/1942,71,Elderly,KAITLYN,Miller,KAITLYN Miller,,,,
12498,Female,Married,75001-100000,£35,Casual buyers,12/4/2013,Wednesday,December,2013,Canada,5/10/1958,55,Seniors,JENNY,Shan,JENNY Shan,,,,
12499,Female,Married,75001-100000,£60,Casual buyers,12/5/2013,Thursday,December,2013,United Kingdom,7/7/1969,44,Adult,ALYSSA,Hall,ALYSSA Hall,,,,
12500,Female,Married,75001-100000,"£1,298",Casual buyers,12/7/2013,Saturday,December,2013,Southwest,3/11/1942,71,Elderly,JENNIFER,Griffin,JENNIFER Griffin,,,,
12501,Female,Married,75001-100000,£60,Casual buyers,12/11/2013,Wednesday,December,2013,Canada,3/22/1973,40,Adult,JENNY,Pal,JENNY Pal,,,,
12502,Female,Married,75001-100000,£861,Casual buyers,12/13/2013,Friday,December,2013,Northwest,4/21/1960,53,Seniors,HANNAH,Coleman,HANNAH Coleman,,,,
12503,Female,Married,75001-100000,£983,Casual buyers,12/15/2013,Sunday,December,2013,Southwest,8/9/1947,66,Elderly,CHELSEA,Sara,CHELSEA Sara,,,,
12504,Female,Married,75001-100000,£968,Casual buyers,12/21/2013,Saturday,December,2013,United Kingdom,10/9/1954,59,Seniors,TINA,Rana,TINA Rana,,,,
12505,Female,Married,75001-100000,£16,Casual buyers,12/26/2013,Thursday,December,2013,Southwest,11/10/1939,74,Elderly,CHLOE,Walker,CHLOE Walker,,,,
12506,Female,Married,75001-100000,"£2,743",Convinced seekers,12/31/2013,Tuesday,December,2013,Australia,11/6/1944,69,Elderly,KATIE,Chapman,KATIE Chapman,,,,
12507,Female,Married,75001-100000,£121,Casual buyers,1/2/2014,Thursday,January,2014,Canada,8/16/1963,50,Seniors,MORGAN,Lewis,MORGAN Lewis,,,,
12508,Female,Married,75001-100000,"£2,689",Convinced seekers,1/3/2014,Friday,January,2014,France,3/5/1967,46,Adult,CHRISTY,Rai,CHRISTY Rai,,,,
12509,Female,Married,75001-100000,"£1,273",Casual buyers,1/4/2014,Saturday,January,2014,Southwest,2/26/1958,55,Seniors,MORGAN,Ward,MORGAN Ward,,,,
12510,Female,Married,75001-100000,£28,Casual buyers,1/9/2014,Thursday,January,2014,United Kingdom,2/27/1935,78,Elderly,SAMANTHA,Diaz,SAMANTHA Diaz,,,,
12511,Female,Married,75001-100000,"£2,648",Convinced seekers,1/13/2014,Monday,January,2014,France,11/14/1971,42,Adult,COLLEEN,Zhu,COLLEEN Zhu,,,,
12512,Female,Married,75001-100000,£30,Casual buyers,1/15/2014,Wednesday,January,2014,Canada,8/16/1963,50,Seniors,MORGAN,Lewis,MORGAN Lewis,,,,
12513,Female,Married,75001-100000,£652,Casual buyers,1/19/2014,Sunday,January,2014,Southwest,8/7/1961,52,Seniors,ALICIA,Raji,ALICIA Raji,,,,
12514,Female,Married,75001-100000,"£3,954",Convinced seekers,12/24/2011,Saturday,December,2011,Australia,8/27/1949,62,Seniors,CHELSEA,Chandra,CHELSEA Chandra,,,,
12515,Female,Married,75001-100000,"£3,757",Convinced seekers,12/26/2011,Monday,December,2011,Australia,2/16/1970,41,Adult,JENNY,Hu,JENNY Hu,,,,
12516,Female,Married,75001-100000,"£3,954",Convinced seekers,1/6/2012,Friday,January,2012,United Kingdom,10/11/1958,53,Seniors,JILL,Gomez,JILL Gomez,,,,
12517,Female,Married,75001-100000,"£3,954",Convinced seekers,2/16/2012,Thursday,February,2012,Northwest,3/9/1969,42,Adult,NATALIE,Thompson,NATALIE Thompson,,,,
12518,Female,Married,75001-100000,"£3,729",Convinced seekers,3/2/2012,Friday,March,2012,Australia,7/26/1959,52,Seniors,TAMARA,Chander,TAMARA Chander,,,,
12519,Female,Married,75001-100000,"£3,954",Convinced seekers,3/24/2012,Saturday,March,2012,Australia,8/3/1970,41,Adult,ALYSSA,Alexander,ALYSSA Alexander,,,,
12520,Female,Married,75001-100000,"£3,954",Convinced seekers,3/29/2012,Thursday,March,2012,Northwest,1/18/1968,44,Adult,LAUREN,Walker,LAUREN Walker,,,,
12521,Female,Married,75001-100000,"£3,757",Convinced seekers,5/19/2012,Saturday,May,2012,Australia,10/26/1960,51,Seniors,EMILY,Robinson,EMILY Robinson,,,,
12522,Female,Married,75001-100000,"£2,411",Brand seekers,8/4/2012,Saturday,August,2012,United Kingdom,3/2/1942,70,Elderly,MISTY,Tang,MISTY Tang,,,,
12523,Female,Married,75001-100000,"£2,411",Brand seekers,9/20/2012,Thursday,September,2012,Germany,5/21/1944,68,Elderly,CASEY,Lal,CASEY Lal,,,,
12524,Female,Married,75001-100000,"£2,411",Brand seekers,11/10/2012,Saturday,November,2012,Germany,3/8/1967,45,Adult,TRACY,Deng,TRACY Deng,,,,
12525,Female,Married,75001-100000,£865,Casual buyers,11/12/2012,Monday,November,2012,Southwest,1/20/1942,70,Elderly,CANDACE,Van,CANDACE Van,,,,
12526,Female,Married,75001-100000,"£2,264",Brand seekers,11/21/2012,Wednesday,November,2012,Canada,5/28/1972,40,Adult,LINDSEY,Raji,LINDSEY Raji,,,,
12527,Female,Married,75001-100000,£865,Casual buyers,12/16/2012,Sunday,December,2012,Southwest,10/10/1966,46,Adult,RACHAEL,Lopez,RACHAEL Lopez,,,,
12528,Female,Married,75001-100000,"£2,264",Brand seekers,1/31/2013,Thursday,January,2013,Australia,5/20/1968,44,Adult,KRISTY,Jimenez,KRISTY Jimenez,,,,
12529,Female,Married,75001-100000,"£2,411",Brand seekers,4/15/2013,Monday,April,2013,United Kingdom,9/23/1970,42,Adult,STACY,Serrano,STACY Serrano,,,,
12530,Female,Married,75001-100000,"£2,411",Brand seekers,5/26/2013,Sunday,May,2013,France,6/10/1963,49,Adult,KARA,Chavez,KARA Chavez,,,,
12531,Female,Married,75001-100000,"£2,646",Convinced seekers,5/30/2013,Thursday,May,2013,Northwest,10/10/1967,45,Adult,NATALIE,Moore,NATALIE Moore,,,,
12532,Female,Married,75001-100000,"£2,564",Convinced seekers,6/6/2013,Thursday,June,2013,Australia,3/17/1960,53,Seniors,JULIA,Garcia,JULIA Garcia,,,,
12533,Female,Married,75001-100000,"£2,575",Convinced seekers,6/25/2013,Tuesday,June,2013,Germany,2/9/1962,51,Seniors,ISABELLA,Lee,ISABELLA Lee,,,,
12534,Female,Married,75001-100000,"£2,779",Convinced seekers,6/29/2013,Saturday,June,2013,France,2/4/1971,42,Adult,LATOYA,Nara,LATOYA Nara,,,,
12535,Female,Married,75001-100000,£94,Casual buyers,7/2/2013,Tuesday,July,2013,Australia,8/18/1967,45,Adult,NICHOLE,Pal,NICHOLE Pal,,,,
12536,Female,Married,75001-100000,£60,Casual buyers,7/2/2013,Tuesday,July,2013,Canada,3/22/1973,40,Adult,JENNY,Pal,JENNY Pal,,,,
12537,Female,Married,75001-100000,£60,Casual buyers,7/2/2013,Tuesday,July,2013,Northwest,12/25/1968,44,Adult,MEGAN,Brown,MEGAN Brown,,,,
12538,Female,Married,75001-100000,£9,Casual buyers,7/3/2013,Wednesday,July,2013,Australia,2/13/1942,71,Elderly,KAITLYN,Miller,KAITLYN Miller,,,,
12539,Female,Married,75001-100000,£77,Casual buyers,7/5/2013,Friday,July,2013,Northwest,7/7/1972,40,Adult,NATASHA,Rubio,NATASHA Rubio,,,,
12540,Female,Married,75001-100000,£214,Casual buyers,7/10/2013,Wednesday,July,2013,Canada,8/16/1963,49,Adult,MORGAN,Lewis,MORGAN Lewis,,,,
12541,Female,Married,75001-100000,£15,Casual buyers,7/14/2013,Sunday,July,2013,United Kingdom,10/22/1968,44,Adult,GLORIA,Bradley,GLORIA Bradley,,,,
12542,Female,Married,75001-100000,£93,Casual buyers,7/16/2013,Tuesday,July,2013,United Kingdom,8/23/1970,42,Adult,NANCY,Arun,NANCY Arun,,,,
12543,Female,Married,75001-100000,£33,Casual buyers,7/22/2013,Monday,July,2013,Canada,9/1/1970,42,Adult,BRANDY,Gonzalez,BRANDY Gonzalez,,,,
12544,Female,Married,75001-100000,£654,Casual buyers,7/23/2013,Tuesday,July,2013,Northwest,12/7/1953,59,Seniors,PAMELA,Garcia,PAMELA Garcia,,,,
12545,Female,Married,75001-100000,£9,Casual buyers,7/31/2013,Wednesday,July,2013,Canada,5/10/1958,55,Seniors,JENNY,Shan,JENNY Shan,,,,
12546,Female,Married,75001-100000,"£2,669",Convinced seekers,8/2/2013,Friday,August,2013,Northwest,6/10/1945,68,Elderly,JESSICA,Jones,JESSICA Jones,,,,
12547,Female,Married,75001-100000,£152,Casual buyers,8/3/2013,Saturday,August,2013,Northwest,12/25/1968,44,Adult,MEGAN,Brown,MEGAN Brown,,,,
12548,Female,Married,75001-100000,£32,Casual buyers,8/9/2013,Friday,August,2013,Canada,5/12/1965,48,Adult,GRACE,Lewis,GRACE Lewis,,,,
12549,Female,Married,75001-100000,£115,Casual buyers,8/11/2013,Sunday,August,2013,Canada,4/6/1936,77,Elderly,NATALIE,Wilson,NATALIE Wilson,,,,
12550,Female,Married,75001-100000,£86,Casual buyers,8/22/2013,Thursday,August,2013,Canada,4/15/1945,68,Elderly,JACLYN,Ma,JACLYN Ma,,,,
12551,Female,Married,75001-100000,£6,Casual buyers,8/22/2013,Thursday,August,2013,Canada,5/10/1958,55,Seniors,JENNY,Shan,JENNY Shan,,,,
12552,Female,Married,75001-100000,"£2,599",Convinced seekers,8/26/2013,Monday,August,2013,Northwest,1/15/1969,44,Adult,TAYLOR,Garcia,TAYLOR Garcia,,,,
12553,Female,Married,75001-100000,£77,Casual buyers,8/30/2013,Friday,August,2013,Southwest,7/10/1969,44,Adult,CHRISTINE,Pal,CHRISTINE Pal,,,,
12554,Female,Married,75001-100000,£30,Casual buyers,9/3/2013,Tuesday,September,2013,Canada,8/16/1963,50,Seniors,MORGAN,Lewis,MORGAN Lewis,,,,
12555,Female,Married,75001-100000,£80,Casual buyers,9/4/2013,Wednesday,September,2013,Northwest,7/15/1967,46,Adult,ABIGAIL,Ross,ABIGAIL Ross,,,,
12556,Female,Married,75001-100000,£24,Casual buyers,9/5/2013,Thursday,September,2013,Australia,11/12/1971,41,Adult,MARGARET,Liang,MARGARET Liang,,,,
12557,Female,Married,75001-100000,£66,Casual buyers,9/7/2013,Saturday,September,2013,Northwest,4/17/1948,65,Elderly,LATOYA,Lal,LATOYA Lal,,,,
12558,Female,Married,75001-100000,£710,Casual buyers,9/13/2013,Friday,September,2013,Southwest,8/27/1973,40,Adult,MEGAN,Price,MEGAN Price,,,,
12559,Female,Married,75001-100000,£139,Casual buyers,9/16/2013,Monday,September,2013,Southwest,1/15/1934,79,Elderly,ABIGAIL,Patterson,ABIGAIL Patterson,,,,
12560,Female,Married,75001-100000,£34,Casual buyers,9/16/2013,Monday,September,2013,Southwest,5/2/1970,43,Adult,LORI,Blanco,LORI Blanco,,,,
12561,Female,Married,75001-100000,"£2,588",Convinced seekers,9/17/2013,Tuesday,September,2013,Australia,10/3/1940,72,Elderly,MADISON,Hall,MADISON Hall,,,,
12562,Female,Married,75001-100000,"£2,650",Convinced seekers,1/21/2014,Tuesday,January,2014,Australia,7/26/1959,54,Seniors,TAMARA,Chander,TAMARA Chander,,,,
12563,Female,Married,75001-100000,"£2,719",Convinced seekers,1/23/2014,Thursday,January,2014,Australia,5/24/1964,49,Adult,ELIZABETH,Taylor,ELIZABETH Taylor,,,,
12564,Female,Married,75001-100000,"£2,614",Convinced seekers,1/26/2014,Sunday,January,2014,Southwest,1/20/1942,72,Elderly,CANDACE,Van,CANDACE Van,,,,
12565,Female,Married,75001-100000,£71,Casual buyers,1/27/2014,Monday,January,2014,Australia,8/24/1966,47,Adult,BETHANY,Raheem,BETHANY Raheem,,,,
12566,Female,Married,75001-100000,£41,Casual buyers,1/28/2014,Tuesday,January,2014,France,11/18/1959,54,Seniors,LINDA,Sanz,LINDA Sanz,,,,
12567,Female,Married,75001-100000,£115,Casual buyers,1/30/2014,Thursday,January,2014,Australia,7/28/1959,54,Seniors,RENEE,Carlson,RENEE Carlson,,,,
12568,Female,Married,75001-100000,"£2,564",Convinced seekers,1/30/2014,Thursday,January,2014,Australia,5/20/1968,45,Adult,KRISTY,Jimenez,KRISTY Jimenez,,,,
12569,Female,Married,75001-100000,"£2,673",Convinced seekers,2/1/2014,Saturday,February,2014,Germany,2/6/1963,50,Seniors,ISABELLA,Garcia,ISABELLA Garcia,,,,
12570,Female,Married,75001-100000,"£2,583",Convinced seekers,2/1/2014,Saturday,February,2014,Southwest,5/13/1970,43,Adult,JACLYN,Liu,JACLYN Liu,,,,
12571,Female,Married,75001-100000,"£2,553",Convinced seekers,2/2/2014,Sunday,February,2014,United Kingdom,4/11/1948,65,Elderly,DESIREE,Munoz,DESIREE Munoz,,,,
12572,Female,Married,75001-100000,£4,Casual buyers,2/5/2014,Wednesday,February,2014,Canada,4/6/1936,77,Elderly,NATALIE,Wilson,NATALIE Wilson,,,,
12573,Female,Married,75001-100000,£44,Casual buyers,2/7/2014,Friday,February,2014,Southwest,4/7/1964,49,Adult,GRACE,Wilson,GRACE Wilson,,,,
12574,Female,Married,75001-100000,£820,Casual buyers,2/9/2014,Sunday,February,2014,Australia,5/20/1968,45,Adult,KRISTY,Jimenez,KRISTY Jimenez,,,,
12575,Female,Married,75001-100000,£63,Casual buyers,2/10/2014,Monday,February,2014,Northwest,7/12/1966,47,Adult,JACLYN,Zhou,JACLYN Zhou,,,,
12576,Female,Married,75001-100000,"£2,605",Convinced seekers,2/12/2014,Wednesday,February,2014,Australia,12/27/1967,46,Adult,JILL,Ortega,JILL Ortega,,,,
12577,Female,Married,75001-100000,£40,Casual buyers,2/14/2014,Friday,February,2014,Canada,4/6/1936,77,Elderly,NATALIE,Wilson,NATALIE Wilson,,,,
12578,Female,Married,75001-100000,"£1,880",Brand seekers,2/15/2014,Saturday,February,2014,Australia,2/27/1970,43,Adult,CANDACE,Subram,CANDACE Subram,,,,
12579,Female,Married,75001-100000,£53,Casual buyers,2/16/2014,Sunday,February,2014,Canada,12/26/1971,42,Adult,KELLI,Becker,KELLI Becker,,,,
12580,Female,Married,75001-100000,£26,Casual buyers,2/18/2014,Tuesday,February,2014,Southwest,9/9/1935,78,Elderly,APRIL,Luo,APRIL Luo,,,,
12581,Female,Married,75001-100000,"£2,673",Convinced seekers,2/19/2014,Wednesday,February,2014,Australia,10/3/1940,73,Elderly,MADISON,Hall,MADISON Hall,,,,
12582,Female,Married,75001-100000,£41,Casual buyers,2/21/2014,Friday,February,2014,Canada,4/6/1936,77,Elderly,NATALIE,Wilson,NATALIE Wilson,,,,
12583,Female,Married,75001-100000,£65,Casual buyers,2/22/2014,Saturday,February,2014,Canada,4/15/1945,68,Elderly,JACLYN,Ma,JACLYN Ma,,,,
12584,Female,Married,75001-100000,£44,Casual buyers,2/23/2014,Sunday,February,2014,Australia,7/15/1933,80,Elderly,ABIGAIL,Johnson,ABIGAIL Johnson,,,,
12585,Female,Married,75001-100000,£33,Casual buyers,2/23/2014,Sunday,February,2014,France,4/15/1954,59,Seniors,MEGAN,Stewart,MEGAN Stewart,,,,
12586,Female,Married,75001-100000,£10,Casual buyers,2/25/2014,Tuesday,February,2014,Canada,5/12/1965,48,Adult,GRACE,Lewis,GRACE Lewis,,,,
12587,Female,Married,75001-100000,"£1,238",Casual buyers,2/25/2014,Tuesday,February,2014,Northwest,4/26/1944,69,Elderly,CRYSTAL,Sun,CRYSTAL Sun,,,,
12588,Female,Married,75001-100000,£133,Casual buyers,2/28/2014,Friday,February,2014,Southwest,1/15/1934,80,Elderly,ABIGAIL,Patterson,ABIGAIL Patterson,,,,
12589,Female,Married,75001-100000,£60,Casual buyers,3/5/2014,Wednesday,March,2014,Southwest,6/13/1941,72,Elderly,VICTORIA,Moore,VICTORIA Moore,,,,
12590,Female,Married,75001-100000,"£2,674",Convinced seekers,3/6/2014,Thursday,March,2014,Australia,7/14/1965,48,Adult,TERESA,Gill,TERESA Gill,,,,
12591,Female,Married,75001-100000,"£1,890",Brand seekers,3/6/2014,Thursday,March,2014,Southwest,5/8/1958,55,Seniors,JANELLE,Patel,JANELLE Patel,,,,
12592,Female,Married,75001-100000,£880,Casual buyers,3/7/2014,Friday,March,2014,Australia,3/18/1970,43,Adult,FELICIA,Ortega,FELICIA Ortega,,,,
12593,Female,Married,75001-100000,"£1,939",Brand seekers,3/8/2014,Saturday,March,2014,Southwest,10/1/1939,74,Elderly,JANELLE,Gonzalez,JANELLE Gonzalez,,,,
12594,Female,Married,75001-100000,"£1,907",Brand seekers,3/14/2014,Friday,March,2014,Southwest,2/26/1952,62,Seniors,JANELLE,Prasad,JANELLE Prasad,,,,
12595,Female,Married,75001-100000,£987,Casual buyers,3/18/2014,Tuesday,March,2014,Australia,9/7/1958,55,Seniors,RACHEL,Garcia,RACHEL Garcia,,,,
12596,Female,Married,75001-100000,£9,Casual buyers,3/24/2014,Monday,March,2014,Canada,3/22/1973,41,Adult,JENNY,Pal,JENNY Pal,,,,
12597,Female,Married,75001-100000,£6,Casual buyers,3/25/2014,Tuesday,March,2014,Canada,4/6/1936,77,Elderly,NATALIE,Wilson,NATALIE Wilson,,,,
12598,Female,Married,75001-100000,£87,Casual buyers,3/29/2014,Saturday,March,2014,Southwest,6/10/1950,63,Seniors,KATHLEEN,Ramos,KATHLEEN Ramos,,,,
12599,Female,Married,75001-100000,"£2,678",Convinced seekers,3/31/2014,Monday,March,2014,Southwest,3/25/1964,50,Seniors,BRITTNEY,Xu,BRITTNEY Xu,,,,
12600,Female,Married,75001-100000,£67,Casual buyers,4/1/2014,Tuesday,April,2014,Canada,5/12/1965,48,Adult,GRACE,Lewis,GRACE Lewis,,,,
12601,Female,Married,75001-100000,£897,Casual buyers,4/8/2014,Tuesday,April,2014,Australia,12/27/1967,46,Adult,JILL,Ortega,JILL Ortega,,,,
12602,Female,Married,75001-100000,"£2,536",Convinced seekers,4/8/2014,Tuesday,April,2014,Southwest,4/26/1952,61,Seniors,NAOMI,Blanco,NAOMI Blanco,,,,
12603,Female,Married,75001-100000,"£2,696",Convinced seekers,4/14/2014,Monday,April,2014,Australia,11/2/1960,53,Seniors,JULIA,Wilson,JULIA Wilson,,,,
12604,Female,Married,75001-100000,£836,Casual buyers,4/15/2014,Tuesday,April,2014,Australia,8/27/1956,57,Seniors,JULIA,Williams,JULIA Williams,,,,
12605,Female,Married,75001-100000,£33,Casual buyers,4/16/2014,Wednesday,April,2014,Australia,11/23/1954,59,Seniors,EMMA,Russell,EMMA Russell,,,,
12606,Female,Married,75001-100000,"£2,673",Convinced seekers,4/16/2014,Wednesday,April,2014,Canada,11/16/1966,47,Adult,RACHAEL,Kapoor,RACHAEL Kapoor,,,,
12607,Female,Married,75001-100000,"£2,599",Convinced seekers,4/16/2014,Wednesday,April,2014,Germany,12/12/1969,44,Adult,OLIVIA,Bennett,OLIVIA Bennett,,,,
12608,Female,Married,75001-100000,£33,Casual buyers,4/24/2014,Thursday,April,2014,France,3/27/1965,49,Adult,VICTORIA,Stewart,VICTORIA Stewart,,,,
12609,Female,Married,75001-100000,"£2,779",Convinced seekers,4/24/2014,Thursday,April,2014,Germany,8/26/1947,66,Elderly,KARA,Deng,KARA Deng,,,,
12610,Female,Married,50001-75000,"£2,658",Convinced seekers,3/9/2014,Sunday,March,2014,Germany,9/17/1954,59,Seniors,KATHRYN,Yuan,KATHRYN Yuan,,,,
12611,Female,Married,50001-75000,£10,Casual buyers,3/11/2014,Tuesday,March,2014,United Kingdom,8/11/1978,35,Adult,ELIZABETH,Coleman,ELIZABETH Coleman,,,,
12612,Female,Married,50001-75000,"£2,561",Convinced seekers,3/16/2014,Sunday,March,2014,Australia,7/14/1964,49,Adult,DIANE,Torres,DIANE Torres,,,,
12613,Female,Married,50001-75000,£7,Casual buyers,3/16/2014,Sunday,March,2014,France,7/14/1960,53,Seniors,EMMA,Morgan,EMMA Morgan,,,,
12614,Female,Married,50001-75000,£31,Casual buyers,3/20/2014,Thursday,March,2014,Canada,12/24/1960,53,Seniors,ISABELLA,Moore,ISABELLA Moore,,,,
12615,Female,Married,50001-75000,"£2,689",Convinced seekers,3/21/2014,Friday,March,2014,Australia,6/2/1945,68,Elderly,ELIZABETH,Simmons,ELIZABETH Simmons,,,,
12616,Female,Married,50001-75000,£110,Casual buyers,3/24/2014,Monday,March,2014,Northwest,11/22/1942,71,Elderly,MORGAN,Robinson,MORGAN Robinson,,,,
12617,Female,Married,50001-75000,£597,Casual buyers,3/26/2014,Wednesday,March,2014,Southwest,2/8/1960,54,Seniors,CHRISTINE,Nara,CHRISTINE Nara,,,,
12618,Female,Married,50001-75000,£83,Casual buyers,3/28/2014,Friday,March,2014,Germany,11/12/1951,62,Seniors,LACEY,Deng,LACEY Deng,,,,
12619,Female,Married,50001-75000,£133,Casual buyers,3/29/2014,Saturday,March,2014,Southwest,12/18/1966,47,Adult,RACHEL,Sanders,RACHEL Sanders,,,,
12620,Female,Married,50001-75000,£72,Casual buyers,4/1/2014,Tuesday,April,2014,Canada,7/27/1950,63,Seniors,MORGAN,Jackson,MORGAN Jackson,,,,
12621,Female,Married,50001-75000,£39,Casual buyers,4/2/2014,Wednesday,April,2014,Canada,8/21/1966,47,Adult,LAUREN,Taylor,LAUREN Taylor,,,,
12622,Female,Married,50001-75000,£938,Casual buyers,4/2/2014,Wednesday,April,2014,Southwest,3/7/1969,45,Adult,JILLIAN,Lopez,JILLIAN Lopez,,,,
12623,Female,Married,50001-75000,"£2,621",Convinced seekers,4/4/2014,Friday,April,2014,Australia,3/18/1969,45,Adult,DIANE,Rubio,DIANE Rubio,,,,
12624,Female,Married,50001-75000,£55,Casual buyers,4/5/2014,Saturday,April,2014,Canada,7/9/1961,52,Seniors,GRACE,Lee,GRACE Lee,,,,
12625,Female,Married,50001-75000,£6,Casual buyers,4/6/2014,Sunday,April,2014,Northwest,10/19/1973,40,Adult,STACEY,Chen,STACEY Chen,,,,
12626,Female,Married,50001-75000,£36,Casual buyers,4/9/2014,Wednesday,April,2014,Australia,1/10/1975,39,Adult,KAITLYN,Robinson,KAITLYN Robinson,,,,
12627,Female,Married,50001-75000,£26,Casual buyers,4/9/2014,Wednesday,April,2014,Canada,9/3/1964,49,Adult,JACLYN,Lin,JACLYN Lin,,,,
12628,Female,Married,50001-75000,£66,Casual buyers,4/13/2014,Sunday,April,2014,Northwest,9/11/1940,73,Elderly,WHITNEY,Garcia,WHITNEY Garcia,,,,
12629,Female,Married,50001-75000,£153,Casual buyers,4/13/2014,Sunday,April,2014,Southwest,4/19/1951,62,Seniors,ASHLEY,Jones,ASHLEY Jones,,,,
12630,Female,Married,50001-75000,£106,Casual buyers,4/14/2014,Monday,April,2014,Canada,6/5/1969,44,Adult,PAMELA,Sai,PAMELA Sai,,,,
12631,Female,Married,50001-75000,£55,Casual buyers,4/15/2014,Tuesday,April,2014,France,5/27/1963,50,Seniors,SAMANTHA,Thompson,SAMANTHA Thompson,,,,
12632,Female,Married,50001-75000,"£1,880",Brand seekers,4/18/2014,Friday,April,2014,Southwest,5/13/1961,52,Seniors,KATHLEEN,Alonso,KATHLEEN Alonso,,,,
12633,Female,Married,50001-75000,£82,Casual buyers,4/25/2014,Friday,April,2014,Northwest,5/28/1964,49,Adult,VICTORIA,Wilson,VICTORIA Wilson,,,,
12634,Female,Married,50001-75000,£63,Casual buyers,4/26/2014,Saturday,April,2014,Canada,10/20/1966,47,Adult,KAITLYN,Taylor,KAITLYN Taylor,,,,
12635,Female,Married,50001-75000,£10,Casual buyers,5/4/2014,Sunday,May,2014,France,10/23/1979,34,Young Adult,SARAH,Bryant,SARAH Bryant,,,,
12636,Female,Married,50001-75000,£44,Casual buyers,5/5/2014,Monday,May,2014,Australia,1/10/1975,39,Adult,KAITLYN,Robinson,KAITLYN Robinson,,,,
12637,Female,Married,50001-75000,£77,Casual buyers,5/11/2014,Sunday,May,2014,Australia,4/25/1945,69,Elderly,JENNIFER,Garcia,JENNIFER Garcia,,,,
12638,Female,Married,50001-75000,"£2,598",Convinced seekers,5/12/2014,Monday,May,2014,Germany,1/23/1957,57,Seniors,AMY,Lu,AMY Lu,,,,
12639,Female,Married,50001-75000,"£2,644",Convinced seekers,5/13/2014,Tuesday,May,2014,Australia,10/1/1967,46,Adult,ALEXIS,Williams,ALEXIS Williams,,,,
12640,Female,Married,50001-75000,£660,Casual buyers,5/13/2014,Tuesday,May,2014,Germany,5/5/1962,52,Seniors,DENISE,Sanchez,DENISE Sanchez,,,,
12641,Female,Married,50001-75000,£6,Casual buyers,5/14/2014,Wednesday,May,2014,Canada,12/24/1960,53,Seniors,ISABELLA,Moore,ISABELLA Moore,,,,
12642,Female,Married,50001-75000,"£1,920",Brand seekers,5/15/2014,Thursday,May,2014,France,3/21/1968,46,Adult,BRIANNA,Diaz,BRIANNA Diaz,,,,
12643,Female,Married,50001-75000,"£2,648",Convinced seekers,5/17/2014,Saturday,May,2014,United Kingdom,11/28/1955,58,Seniors,KAITLYN,Cox,KAITLYN Cox,,,,
12644,Female,Married,50001-75000,£39,Casual buyers,5/18/2014,Sunday,May,2014,Germany,5/24/1962,51,Seniors,ASHLEY,Smith,ASHLEY Smith,,,,
12645,Female,Married,50001-75000,£77,Casual buyers,5/19/2014,Monday,May,2014,Canada,11/3/1969,44,Adult,ABIGAIL,Harris,ABIGAIL Harris,,,,
12646,Female,Married,50001-75000,£105,Casual buyers,5/22/2014,Thursday,May,2014,Northwest,2/9/1961,53,Seniors,TAYLOR,Wilson,TAYLOR Wilson,,,,
12647,Female,Married,50001-75000,£39,Casual buyers,5/23/2014,Friday,May,2014,Australia,6/22/1947,66,Elderly,EMILY,Gonzales,EMILY Gonzales,,,,
12648,Female,Married,50001-75000,"£1,934",Brand seekers,5/23/2014,Friday,May,2014,France,6/5/1956,57,Seniors,OLIVIA,Richardson,OLIVIA Richardson,,,,
12649,Female,Married,50001-75000,£54,Casual buyers,5/24/2014,Saturday,May,2014,Northwest,4/22/1971,43,Adult,HANNAH,Henderson,HANNAH Henderson,,,,
12650,Female,Married,50001-75000,£597,Casual buyers,5/25/2014,Sunday,May,2014,Northwest,4/19/1934,80,Elderly,TARA,Rai,TARA Rai,,,,
12651,Female,Married,50001-75000,"£2,580",Convinced seekers,5/30/2014,Friday,May,2014,Northwest,10/22/1972,41,Adult,ROBIN,Torres,ROBIN Torres,,,,
12652,Female,Married,50001-75000,£9,Casual buyers,5/30/2014,Friday,May,2014,Southwest,4/14/1971,43,Adult,EMMA,Garcia,EMMA Garcia,,,,
12653,Female,Married,50001-75000,£80,Casual buyers,6/1/2014,Sunday,June,2014,Northwest,2/16/1952,62,Seniors,KAITLYN,Thomas,KAITLYN Thomas,,,,
12654,Female,Married,50001-75000,£63,Casual buyers,6/3/2014,Tuesday,June,2014,Canada,11/20/1962,51,Seniors,VALERIE,Huang,VALERIE Huang,,,,
12655,Female,Married,50001-75000,£53,Casual buyers,6/3/2014,Tuesday,June,2014,France,1/23/1953,61,Seniors,ASHLEY,Hayes,ASHLEY Hayes,,,,
12656,Female,Married,50001-75000,£72,Casual buyers,6/20/2014,Friday,June,2014,Australia,10/3/1959,54,Seniors,NICOLE,Martin,NICOLE Martin,,,,
